"","Year","Month","Day","GHI"
"1935",2005,4,20,7465
"1936",2005,4,21,7077
"1937",2005,4,22,5813
"1938",2005,4,23,4188.5
"1939",2005,4,24,3752
"1940",2005,4,25,7530.5
"1941",2005,4,26,6299
"1942",2005,4,27,6011
"1943",2005,4,28,5132
"1944",2005,4,29,7562.5
"1945",2005,4,30,5742.5
"1946",2005,5,1,7586.5
"1947",2005,5,2,7830
"1948",2005,5,3,6614
"1949",2005,5,4,3996.5
"1950",2005,5,5,6053.5
"1951",2005,5,6,5857
"1952",2005,5,7,7223.5
"1953",2005,5,8,2394
"1954",2005,5,9,6348
"1955",2005,5,10,7572.5
"1956",2005,5,11,8159
"1957",2005,5,12,7183
"1958",2005,5,13,7622.5
"1959",2005,5,14,7354.5
"1960",2005,5,15,3147.5
"1961",2005,5,16,7731
"1962",2005,5,17,3305.5
"1963",2005,5,18,1482.5
"1964",2005,5,19,3423
"1965",2005,5,20,8347.5
"1966",2005,5,21,8393
"1967",2005,5,22,8387.5
"1968",2005,5,23,8502
"1969",2005,5,24,8554.5
"1970",2005,5,25,8460.5
"1971",2005,5,26,8472
"1972",2005,5,27,8394
"1973",2005,5,28,6382
"1974",2005,5,29,8266
"1975",2005,5,30,8125
"1976",2005,5,31,8189
"1977",2005,6,1,8793
"1978",2005,6,2,8715.5
"1979",2005,6,3,8675
"1980",2005,6,4,8504.5
"1981",2005,6,5,8752
"1982",2005,6,6,8116.5
"1983",2005,6,7,8695
"1984",2005,6,8,3059.5
"1985",2005,6,9,5841
"1986",2005,6,10,8454.5
"1987",2005,6,11,8538
"1988",2005,6,12,8826.5
"1989",2005,6,13,8778.5
"1990",2005,6,14,8765
"1991",2005,6,15,8342
"1992",2005,6,16,2426
"1993",2005,6,17,7543.5
"1994",2005,6,18,6955
"1995",2005,6,19,8710.5
"1996",2005,6,20,8735.5
"1997",2005,6,21,8769.5
"1998",2005,6,22,8873.5
"1999",2005,6,23,8390
"2000",2005,6,24,8417.5
"2001",2005,6,25,8466
"2002",2005,6,26,8258.5
"2003",2005,6,27,8669.5
"2004",2005,6,28,7985.5
"2005",2005,6,29,8699.5
"2006",2005,6,30,8523.5
"2007",2005,7,1,8655.5
"2008",2005,7,2,8790
"2009",2005,7,3,8802
"2010",2005,7,4,8708.5
"2011",2005,7,5,8526
"2012",2005,7,6,8370
"2013",2005,7,7,8483.5
"2014",2005,7,8,8485.5
"2015",2005,7,9,8225.5
"2016",2005,7,10,8354.5
"2017",2005,7,11,8512
"2018",2005,7,12,8424
"2019",2005,7,13,8383.5
"2020",2005,7,14,8280.5
"2021",2005,7,15,8184.5
"2022",2005,7,16,8278
"2023",2005,7,17,8282.5
"2024",2005,7,18,8233
"2025",2005,7,19,8316.5
"2026",2005,7,20,8341.5
"2027",2005,7,21,4502
"2028",2005,7,22,8619.5
"2029",2005,7,23,8593
"2030",2005,7,24,8448.5
"2031",2005,7,25,8551.5
"2032",2005,7,26,8349.5
"2033",2005,7,27,8206.5
"2034",2005,7,28,7753
"2035",2005,7,29,7750
"2036",2005,7,30,7914.5
"2037",2005,7,31,8119
"2038",2005,8,1,8316
"2039",2005,8,2,8164.5
"2040",2005,8,3,7988.5
"2041",2005,8,4,7925
"2042",2005,8,5,7947
"2043",2005,8,6,7836.5
"2044",2005,8,7,7715.5
"2045",2005,8,8,6813
"2046",2005,8,9,7599
"2047",2005,8,10,7901
"2048",2005,8,11,7929.5
"2049",2005,8,12,7802
"2050",2005,8,13,6488.5
"2051",2005,8,14,7404.5
"2052",2005,8,15,6274
"2053",2005,8,16,7016
"2054",2005,8,17,7288.5
"2055",2005,8,18,7448
"2056",2005,8,19,7282
"2057",2005,8,20,7443.5
"2058",2005,8,21,7493.5
"2059",2005,8,22,7457.5
"2060",2005,8,23,7412.5
"2061",2005,8,24,7264.5
"2062",2005,8,25,7260
"2063",2005,8,26,7317
"2064",2005,8,27,7149
"2065",2005,8,28,7306
"2066",2005,8,29,7288
"2067",2005,8,30,7363.5
"2068",2005,8,31,7202
"2069",2005,9,1,7066
"2070",2005,9,2,6928.5
"2071",2005,9,3,6979.5
"2072",2005,9,4,6802
"2073",2005,9,5,6808
"2074",2005,9,6,6785
"2075",2005,9,7,6680.5
"2076",2005,9,8,6564.5
"2077",2005,9,9,6299.5
"2078",2005,9,10,6003
"2079",2005,9,11,6488
"2080",2005,9,12,6485
"2081",2005,9,13,6423
"2082",2005,9,14,6308.5
"2083",2005,9,15,6327.5
"2084",2005,9,16,6111.5
"2085",2005,9,17,6145
"2086",2005,9,18,6079
"2087",2005,9,19,6142.5
"2088",2005,9,20,5539
"2089",2005,9,21,5877.5
"2090",2005,9,22,5838
"2091",2005,9,23,5923
"2092",2005,9,24,6031
"2093",2005,9,25,5857
"2094",2005,9,26,4698
"2095",2005,9,27,5476
"2096",2005,9,28,5792
"2097",2005,9,29,5727
"2098",2005,9,30,5544.5
"2099",2005,10,1,4725
"2100",2005,10,2,3717.5
"2101",2005,10,3,5433.5
"2102",2005,10,4,5452.5
"2103",2005,10,5,5335
"2104",2005,10,6,5268.5
"2105",2005,10,7,5106
"2106",2005,10,8,5071.5
"2107",2005,10,9,5141
"2108",2005,10,10,5142.5
"2109",2005,10,11,4908.5
"2110",2005,10,12,4953.5
"2111",2005,10,13,4867.5
"2112",2005,10,14,4198
"2113",2005,10,15,4656.5
"2114",2005,10,16,4777.5
"2115",2005,10,17,4443
"2116",2005,10,18,4185
"2117",2005,10,19,3671
"2118",2005,10,20,4239
"2119",2005,10,21,4297
"2120",2005,10,22,4323.5
"2121",2005,10,23,4200
"2122",2005,10,24,4141
"2123",2005,10,25,4176.5
"2124",2005,10,26,620
"2125",2005,10,27,3971.5
"2126",2005,10,28,1758
"2127",2005,10,29,3751.5
"2128",2005,10,30,4011.5
"2129",2005,10,31,4011.5
"2130",2005,11,1,2889
"2131",2005,11,2,2630
"2132",2005,11,3,2736.5
"2133",2005,11,4,2844
"2134",2005,11,5,3262
"2135",2005,11,6,2607
"2136",2005,11,7,1151
"2137",2005,11,8,2510.5
"2138",2005,11,9,3537.5
"2139",2005,11,10,3005.5
"2140",2005,11,11,2992
"2141",2005,11,12,3084.5
"2142",2005,11,13,2748.5
"2143",2005,11,14,2983.5
"2144",2005,11,15,3038
"2145",2005,11,16,3391
"2146",2005,11,17,3235
"2147",2005,11,18,3393.5
"2148",2005,11,19,3411
"2149",2005,11,20,3316.5
"2150",2005,11,21,3229.5
"2151",2005,11,22,3161.5
"2152",2005,11,23,3150.5
"2153",2005,11,24,1814
"2154",2005,11,25,1574.5
"2155",2005,11,26,3156
"2156",2005,11,27,2819.5
"2157",2005,11,28,769
"2158",2005,11,29,548
"2159",2005,11,30,1238.5
"2160",2005,12,1,531
"2161",2005,12,2,2974.5
"2162",2005,12,3,2996.5
"2163",2005,12,4,2659.5
"2164",2005,12,5,2950.5
"2165",2005,12,6,2962
"2166",2005,12,7,869.5
"2167",2005,12,8,2711
"2168",2005,12,9,2727
"2169",2005,12,10,2816
"2170",2005,12,11,1899.5
"2171",2005,12,12,2194.5
"2172",2005,12,13,2611.5
"2173",2005,12,14,2186.5
"2174",2005,12,15,2361
"2175",2005,12,16,401.5
"2176",2005,12,17,376.5
"2177",2005,12,18,621.5
"2178",2005,12,19,551
"2179",2005,12,20,793.5
"2180",2005,12,21,645.5
"2181",2005,12,22,288.5
"2182",2005,12,23,871.5
"2183",2005,12,24,624.5
"2184",2005,12,25,515.5
"2185",2005,12,26,1810.5
"2186",2005,12,27,478
"2187",2005,12,28,1992
"2188",2005,12,29,1319.5
"2189",2005,12,30,542.5
"2190",2005,12,31,1823
"2191",2006,1,1,373.5
"2192",2006,1,2,429.5
"2193",2006,1,3,840.5
"2194",2006,1,4,2648.5
"2195",2006,1,5,2396.5
"2196",2006,1,6,2669.5
"2197",2006,1,7,2623
"2198",2006,1,8,2176
"2199",2006,1,9,2892
"2200",2006,1,10,2109.5
"2201",2006,1,11,1278.5
"2202",2006,1,12,1990.5
"2203",2006,1,13,925
"2204",2006,1,14,1598.5
"2205",2006,1,15,3190
"2206",2006,1,16,1798
"2207",2006,1,17,1883
"2208",2006,1,18,2546
"2209",2006,1,19,3028.5
"2210",2006,1,20,2673.5
"2211",2006,1,21,1837
"2212",2006,1,22,3352
"2213",2006,1,23,3367
"2214",2006,1,24,3375
"2215",2006,1,25,2623.5
"2216",2006,1,26,2932.5
"2217",2006,1,27,2321
"2218",2006,1,28,1053
"2219",2006,1,29,1978
"2220",2006,1,30,856.5
"2221",2006,1,31,1824.5
"2222",2006,2,1,800.5
"2223",2006,2,2,1902.5
"2224",2006,2,3,2456.5
"2225",2006,2,4,3084.5
"2226",2006,2,5,4057.5
"2227",2006,2,6,3001.5
"2228",2006,2,7,4003.5
"2229",2006,2,8,4083.5
"2230",2006,2,9,4178
"2231",2006,2,10,4184.5
"2232",2006,2,11,4073.5
"2233",2006,2,12,3761
"2234",2006,2,13,4324.5
"2235",2006,2,14,4433
"2236",2006,2,15,4473.5
"2237",2006,2,16,4419
"2238",2006,2,17,2445
"2239",2006,2,18,3045.5
"2240",2006,2,19,2988.5
"2241",2006,2,20,4762.5
"2242",2006,2,21,4667
"2243",2006,2,22,4686.5
"2244",2006,2,23,4779
"2245",2006,2,24,4746.5
"2246",2006,2,25,4464.5
"2247",2006,2,26,1510.5
"2248",2006,2,27,1294
"2249",2006,2,28,3251
"2250",2006,3,1,4401
"2251",2006,3,2,4362
"2252",2006,3,3,3193
"2253",2006,3,4,3867.5
"2254",2006,3,5,935
"2255",2006,3,6,3080
"2256",2006,3,7,3614.5
"2257",2006,3,8,4164.5
"2258",2006,3,9,4793.5
"2259",2006,3,10,4036
"2260",2006,3,11,5307
"2261",2006,3,12,1727.5
"2262",2006,3,13,3798
"2263",2006,3,14,4155.5
"2264",2006,3,15,4100
"2265",2006,3,16,2934.5
"2266",2006,3,17,4974
"2267",2006,3,18,6034.5
"2268",2006,3,19,5964.5
"2269",2006,3,20,1407.5
"2270",2006,3,21,4861
"2271",2006,3,22,4855.5
"2272",2006,3,23,5239.5
"2273",2006,3,24,3148
"2274",2006,3,25,4803
"2275",2006,3,26,6132.5
"2276",2006,3,27,3827.5
"2277",2006,3,28,3928
"2278",2006,3,29,2659.5
"2279",2006,3,30,2851
"2280",2006,3,31,2777.5
"2281",2006,4,1,3918.5
"2282",2006,4,2,2091.5
"2283",2006,4,3,3074
"2284",2006,4,4,1300
"2285",2006,4,5,4600
"2286",2006,4,6,5952
"2287",2006,4,7,4431
"2288",2006,4,8,5177
"2289",2006,4,9,4090
"2290",2006,4,10,4533
"2291",2006,4,11,1599
"2292",2006,4,12,2053.5
"2293",2006,4,13,6529.5
"2294",2006,4,14,5157
"2295",2006,4,15,3703
"2296",2006,4,16,3686.5
"2297",2006,4,17,7421.5
"2298",2006,4,18,7615.5
"2299",2006,4,19,7506
"2300",2006,4,20,6806
"2301",2006,4,21,4456.5
"2302",2006,4,22,5180.5
"2303",2006,4,23,5142.5
"2304",2006,4,24,3612
"2305",2006,4,25,4956
"2306",2006,4,26,7482
"2307",2006,4,27,7670.5
"2308",2006,4,28,7619
"2309",2006,4,29,6774.5
"2310",2006,4,30,7697.5
"2311",2006,5,1,7888.5
"2312",2006,5,2,7954.5
"2313",2006,5,3,7860.5
"2314",2006,5,4,7692.5
"2315",2006,5,5,7476
"2316",2006,5,6,6840.5
"2317",2006,5,7,7755
"2318",2006,5,8,7858.5
"2319",2006,5,9,8133.5
"2320",2006,5,10,7792
"2321",2006,5,11,7933.5
"2322",2006,5,12,7679
"2323",2006,5,13,8245.5
"2324",2006,5,14,8067
"2325",2006,5,15,7730.5
"2326",2006,5,16,8102.5
"2327",2006,5,17,7926.5
"2328",2006,5,18,8236
"2329",2006,5,19,4322
"2330",2006,5,20,6534
"2331",2006,5,21,3618
"2332",2006,5,22,7650.5
"2333",2006,5,23,6668.5
"2334",2006,5,24,8143.5
"2335",2006,5,25,8322
"2336",2006,5,26,7570
"2337",2006,5,27,8357.5
"2338",2006,5,28,8384
"2339",2006,5,29,8638.5
"2340",2006,5,30,8403
"2341",2006,5,31,8201.5
"2342",2006,6,1,6142.5
"2343",2006,6,2,7594.5
"2344",2006,6,3,8311.5
"2345",2006,6,4,8522
"2346",2006,6,5,8636
"2347",2006,6,6,8338.5
"2348",2006,6,7,8467
"2349",2006,6,8,8083
"2350",2006,6,9,8638.5
"2351",2006,6,10,7598.5
"2352",2006,6,11,7897
"2353",2006,6,12,8062
"2354",2006,6,13,6922.5
"2355",2006,6,14,6299.5
"2356",2006,6,15,8612
"2357",2006,6,16,8789
"2358",2006,6,17,8789
"2359",2006,6,18,8865
"2360",2006,6,19,8801.5
"2361",2006,6,20,8830.5
"2362",2006,6,21,8950
"2363",2006,6,22,8955.5
"2364",2006,6,23,8735
"2365",2006,6,24,8407.5
"2366",2006,6,25,8220.5
"2367",2006,6,26,8133
"2368",2006,6,27,6660.5
"2369",2006,6,28,6589
"2370",2006,6,29,8611.5
"2371",2006,6,30,8801
"2372",2006,7,1,8753
"2373",2006,7,2,8656
"2374",2006,7,3,8683.5
"2375",2006,7,4,8267.5
"2376",2006,7,5,8802.5
"2377",2006,7,6,8747.5
"2378",2006,7,7,8811.5
"2379",2006,7,8,8576
"2380",2006,7,9,8554.5
"2381",2006,7,10,8583
"2382",2006,7,11,8585.5
"2383",2006,7,12,8550.5
"2384",2006,7,13,8531
"2385",2006,7,14,8696.5
"2386",2006,7,15,8492.5
"2387",2006,7,16,8631.5
"2388",2006,7,17,8588.5
"2389",2006,7,18,8033.5
"2390",2006,7,19,5425
"2391",2006,7,20,8046.5
"2392",2006,7,21,7495.5
"2393",2006,7,22,7987
"2394",2006,7,23,7331.5
"2395",2006,7,24,8030
"2396",2006,7,25,8196
"2397",2006,7,26,8245
"2398",2006,7,27,8446.5
"2399",2006,7,28,8244.5
"2400",2006,7,29,8017.5
"2401",2006,7,30,7588
"2402",2006,7,31,8156.5
"2403",2006,8,1,8146
"2404",2006,8,2,7832.5
"2405",2006,8,3,7914.5
"2406",2006,8,4,7776
"2407",2006,8,5,7612.5
"2408",2006,8,6,7804.5
"2409",2006,8,7,7713.5
"2410",2006,8,8,7827.5
"2411",2006,8,9,7844
"2412",2006,8,10,7799
"2413",2006,8,11,7962
"2414",2006,8,12,7899
"2415",2006,8,13,7732
"2416",2006,8,14,7590
"2417",2006,8,15,7681
"2418",2006,8,16,7671
"2419",2006,8,17,7794.5
"2420",2006,8,18,7423
"2421",2006,8,19,7434
"2422",2006,8,20,6876
"2423",2006,8,21,7401.5
"2424",2006,8,22,7323
"2425",2006,8,23,7234
"2426",2006,8,24,7377
"2427",2006,8,25,7285
"2428",2006,8,26,7227.5
"2429",2006,8,27,7157
"2430",2006,8,28,7120.5
"2431",2006,8,29,7080.5
"2432",2006,8,30,7047.5
"2433",2006,8,31,7112
"2434",2006,9,1,6825
"2435",2006,9,2,6587
"2436",2006,9,3,6903
"2437",2006,9,4,6864.5
"2438",2006,9,5,6702
"2439",2006,9,6,6796
"2440",2006,9,7,6593
"2441",2006,9,8,6143
"2442",2006,9,9,6275.5
"2443",2006,9,10,6405
"2444",2006,9,11,6250
"2445",2006,9,12,6106
"2446",2006,9,13,5994.5
"2447",2006,9,14,4850
"2448",2006,9,15,5155.5
"2449",2006,9,16,6379
"2450",2006,9,17,6167.5
"2451",2006,9,18,6133
"2452",2006,9,19,5994.5
"2453",2006,9,20,5794.5
"2454",2006,9,21,5695.5
"2455",2006,9,22,6196.5
"2456",2006,9,23,5910.5
"2457",2006,9,24,5853.5
"2458",2006,9,25,5642
"2459",2006,9,26,5569
"2460",2006,9,27,5637
"2461",2006,9,28,5235.5
"2462",2006,9,29,5451.5
"2463",2006,9,30,4053
"2464",2006,10,1,3399
"2465",2006,10,2,3690.5
"2466",2006,10,3,3706
"2467",2006,10,4,3490.5
"2468",2006,10,5,2787
"2469",2006,10,6,5044.5
"2470",2006,10,7,5101.5
"2471",2006,10,8,5177
"2472",2006,10,9,5044.5
"2473",2006,10,10,4957.5
"2474",2006,10,11,4973.5
"2475",2006,10,12,4957.5
"2476",2006,10,13,4791.5
"2477",2006,10,14,4664.5
"2478",2006,10,15,3167
"2479",2006,10,16,3716.5
"2480",2006,10,17,4763.5
"2481",2006,10,18,4684.5
"2482",2006,10,19,4503.5
"2483",2006,10,20,4591
"2484",2006,10,21,4516
"2485",2006,10,22,4399
"2486",2006,10,23,4348.5
"2487",2006,10,24,3783
"2488",2006,10,25,3883
"2489",2006,10,26,4372.5
"2490",2006,10,27,4324
"2491",2006,10,28,4182
"2492",2006,10,29,4030.5
"2493",2006,10,30,3743.5
"2494",2006,10,31,3451
"2495",2006,11,1,2606.5
"2496",2006,11,2,795.5
"2497",2006,11,3,2092.5
"2498",2006,11,4,2209
"2499",2006,11,5,2707
"2500",2006,11,6,2716
"2501",2006,11,7,3614.5
"2502",2006,11,8,3553
"2503",2006,11,9,3532
"2504",2006,11,10,2727
"2505",2006,11,11,731
"2506",2006,11,12,2265.5
"2507",2006,11,13,479.5
"2508",2006,11,14,2560
"2509",2006,11,15,3111.5
"2510",2006,11,16,1581.5
"2511",2006,11,17,1577
"2512",2006,11,18,3125.5
"2513",2006,11,19,1138.5
"2514",2006,11,20,880.5
"2515",2006,11,21,1905
"2516",2006,11,22,2137
"2517",2006,11,23,3233
"2518",2006,11,24,2953
"2519",2006,11,25,2907.5
"2520",2006,11,26,527.5
"2521",2006,11,27,2665.5
"2522",2006,11,28,3055
"2523",2006,11,29,3093.5
"2524",2006,11,30,2717
"2525",2006,12,1,2962.5
"2526",2006,12,2,2929
"2527",2006,12,3,2962
"2528",2006,12,4,2963.5
"2529",2006,12,5,2937
"2530",2006,12,6,2931.5
"2531",2006,12,7,2839
"2532",2006,12,8,1158.5
"2533",2006,12,9,900.5
"2534",2006,12,10,1531.5
"2535",2006,12,11,888.5
"2536",2006,12,12,597
"2537",2006,12,13,892
"2538",2006,12,14,1433
"2539",2006,12,15,1849.5
"2540",2006,12,16,1459.5
"2541",2006,12,17,2757
"2542",2006,12,18,2960.5
"2543",2006,12,19,2804.5
"2544",2006,12,20,2337
"2545",2006,12,21,298.5
"2546",2006,12,22,2829.5
"2547",2006,12,23,1377
"2548",2006,12,24,1213
"2549",2006,12,25,867.5
"2550",2006,12,26,373
"2551",2006,12,27,2013
"2552",2006,12,28,2922
"2553",2006,12,29,2165.5
"2554",2006,12,30,2524.5
"2555",2006,12,31,1971.5
"2556",2007,1,1,2498.5
"2557",2007,1,2,1879
"2558",2007,1,3,2212.5
"2559",2007,1,4,1402
"2560",2007,1,5,2971.5
"2561",2007,1,6,2539
"2562",2007,1,7,2883.5
"2563",2007,1,8,2936.5
"2564",2007,1,9,2892.5
"2565",2007,1,10,1972
"2566",2007,1,11,3136
"2567",2007,1,12,3212.5
"2568",2007,1,13,3177.5
"2569",2007,1,14,3122.5
"2570",2007,1,15,3174.5
"2571",2007,1,16,2724
"2572",2007,1,17,3204.5
"2573",2007,1,18,3049.5
"2574",2007,1,19,2689.5
"2575",2007,1,20,2760.5
"2576",2007,1,21,2999
"2577",2007,1,22,3404
"2578",2007,1,23,3348
"2579",2007,1,24,3420.5
"2580",2007,1,25,3387.5
"2581",2007,1,26,3313.5
"2582",2007,1,27,3050.5
"2583",2007,1,28,2389.5
"2584",2007,1,29,3401
"2585",2007,1,30,3414
"2586",2007,1,31,2322
"2587",2007,2,1,1347.5
"2588",2007,2,2,2668
"2589",2007,2,3,3273.5
"2590",2007,2,4,2853.5
"2591",2007,2,5,2814.5
"2592",2007,2,6,2955.5
"2593",2007,2,7,1587.5
"2594",2007,2,8,1140.5
"2595",2007,2,9,988
"2596",2007,2,10,1320.5
"2597",2007,2,11,3231
"2598",2007,2,12,3194.5
"2599",2007,2,13,2848.5
"2600",2007,2,14,3892
"2601",2007,2,15,3864.5
"2602",2007,2,16,4308
"2603",2007,2,17,4049
"2604",2007,2,18,4022
"2605",2007,2,19,4626
"2606",2007,2,20,3911.5
"2607",2007,2,21,2055
"2608",2007,2,22,2589.5
"2609",2007,2,23,4682
"2610",2007,2,24,1444.5
"2611",2007,2,25,2702
"2612",2007,2,26,1415
"2613",2007,2,27,2376
"2614",2007,2,28,4937
"2615",2007,3,1,4272
"2616",2007,3,2,5042
"2617",2007,3,3,4978
"2618",2007,3,4,4022.5
"2619",2007,3,5,4968.5
"2620",2007,3,6,5000.5
"2621",2007,3,7,3833
"2622",2007,3,8,3948.5
"2623",2007,3,9,3509
"2624",2007,3,10,4758.5
"2625",2007,3,11,5519
"2626",2007,3,12,4969
"2627",2007,3,13,5420.5
"2628",2007,3,14,5306
"2629",2007,3,15,5669
"2630",2007,3,16,5835
"2631",2007,3,17,5857
"2632",2007,3,18,5725.5
"2633",2007,3,19,5489
"2634",2007,3,20,3420
"2635",2007,3,21,6163
"2636",2007,3,22,5564.5
"2637",2007,3,23,6154
"2638",2007,3,24,5605
"2639",2007,3,25,5224.5
"2640",2007,3,26,2372.5
"2641",2007,3,27,5505.5
"2642",2007,3,28,6664
"2643",2007,3,29,6471.5
"2644",2007,3,30,5866
"2645",2007,3,31,6199
"2646",2007,4,1,5502
"2647",2007,4,2,6266
"2648",2007,4,3,6522.5
"2649",2007,4,4,5569
"2650",2007,4,5,4587
"2651",2007,4,6,6613.5
"2652",2007,4,7,5748.5
"2653",2007,4,8,6095
"2654",2007,4,9,6960.5
"2655",2007,4,10,6805
"2656",2007,4,11,4310
"2657",2007,4,12,7366
"2658",2007,4,13,6668
"2659",2007,4,14,2113.5
"2660",2007,4,15,7138
"2661",2007,4,16,7388
"2662",2007,4,17,7025.5
"2663",2007,4,18,7211.5
"2664",2007,4,19,6021
"2665",2007,4,20,6806
"2666",2007,4,21,3028
"2667",2007,4,22,5057.5
"2668",2007,4,23,7704
"2669",2007,4,24,7598.5
"2670",2007,4,25,6067
"2671",2007,4,26,7593.5
"2672",2007,4,27,6924.5
"2673",2007,4,28,6833
"2674",2007,4,29,7220
"2675",2007,4,30,7737
"2676",2007,5,1,5772.5
"2677",2007,5,2,5583.5
"2678",2007,5,3,5879.5
"2679",2007,5,4,5038
"2680",2007,5,5,8098.5
"2681",2007,5,6,7905.5
"2682",2007,5,7,8016.5
"2683",2007,5,8,8107.5
"2684",2007,5,9,8166
"2685",2007,5,10,8189
"2686",2007,5,11,7261.5
"2687",2007,5,12,8046.5
"2688",2007,5,13,8175
"2689",2007,5,14,8137
"2690",2007,5,15,7860.5
"2691",2007,5,16,8111.5
"2692",2007,5,17,8073
"2693",2007,5,18,7198.5
"2694",2007,5,19,7810
"2695",2007,5,20,7684
"2696",2007,5,21,8690.5
"2697",2007,5,22,8702.5
"2698",2007,5,23,7908.5
"2699",2007,5,24,7898.5
"2700",2007,5,25,7297.5
"2701",2007,5,26,8248.5
"2702",2007,5,27,8260.5
"2703",2007,5,28,8390
"2704",2007,5,29,8403
"2705",2007,5,30,8431
"2706",2007,5,31,8338.5
"2707",2007,6,1,7362.5
"2708",2007,6,2,8298.5
"2709",2007,6,3,7387
"2710",2007,6,4,7056
"2711",2007,6,5,6068.5
"2712",2007,6,6,8777
"2713",2007,6,7,8376
"2714",2007,6,8,8818.5
"2715",2007,6,9,7695
"2716",2007,6,10,7446.5
"2717",2007,6,11,8634.5
"2718",2007,6,12,8658.5
"2719",2007,6,13,8397.5
"2720",2007,6,14,8676.5
"2721",2007,6,15,8588
"2722",2007,6,16,8835
"2723",2007,6,17,8782
"2724",2007,6,18,8816
"2725",2007,6,19,8654
"2726",2007,6,20,8706
"2727",2007,6,21,8875.5
"2728",2007,6,22,8834
"2729",2007,6,23,8933.5
"2730",2007,6,24,8875.5
"2731",2007,6,25,8963
"2732",2007,6,26,8803
"2733",2007,6,27,8711
"2734",2007,6,28,8576
"2735",2007,6,29,8169
"2736",2007,6,30,8579
"2737",2007,7,1,8892.5
"2738",2007,7,2,8643
"2739",2007,7,3,8804.5
"2740",2007,7,4,8761.5
"2741",2007,7,5,8420
"2742",2007,7,6,8335.5
"2743",2007,7,7,8522.5
"2744",2007,7,8,8368.5
"2745",2007,7,9,8022.5
"2746",2007,7,10,5581.5
"2747",2007,7,11,7972.5
"2748",2007,7,12,8447.5
"2749",2007,7,13,8613
"2750",2007,7,14,8590
"2751",2007,7,15,8502.5
"2752",2007,7,16,8531.5
"2753",2007,7,17,8103.5
"2754",2007,7,18,6518
"2755",2007,7,19,8465
"2756",2007,7,20,8285.5
"2757",2007,7,21,8140
"2758",2007,7,22,8261.5
"2759",2007,7,23,7861.5
"2760",2007,7,24,7221
"2761",2007,7,25,8410
"2762",2007,7,26,8319
"2763",2007,7,27,8489
"2764",2007,7,28,8486
"2765",2007,7,29,8356
"2766",2007,7,30,8361
"2767",2007,7,31,8201.5
"2768",2007,8,1,8264.5
"2769",2007,8,2,7329
"2770",2007,8,3,8159
"2771",2007,8,4,8143.5
"2772",2007,8,5,8044.5
"2773",2007,8,6,5189
"2774",2007,8,7,7589
"2775",2007,8,8,7915
"2776",2007,8,9,7869
"2777",2007,8,10,7916.5
"2778",2007,8,11,7971.5
"2779",2007,8,12,7984.5
"2780",2007,8,13,8015.5
"2781",2007,8,14,7892
"2782",2007,8,15,7716.5
"2783",2007,8,16,7819.5
"2784",2007,8,17,7834
"2785",2007,8,18,7710.5
"2786",2007,8,19,7308.5
"2787",2007,8,20,7389.5
"2788",2007,8,21,7298.5
"2789",2007,8,22,7225
"2790",2007,8,23,7314
"2791",2007,8,24,7148
"2792",2007,8,25,7105
"2793",2007,8,26,7204
"2794",2007,8,27,7178.5
"2795",2007,8,28,6733.5
"2796",2007,8,29,6849
"2797",2007,8,30,6771
"2798",2007,8,31,6675.5
"2799",2007,9,1,7203
"2800",2007,9,2,7160.5
"2801",2007,9,3,6990
"2802",2007,9,4,6814
"2803",2007,9,5,6843
"2804",2007,9,6,6445
"2805",2007,9,7,5937.5
"2806",2007,9,8,6376.5
"2807",2007,9,9,6374.5
"2808",2007,9,10,6000.5
"2809",2007,9,11,6082.5
"2810",2007,9,12,6324.5
"2811",2007,9,13,6285.5
"2812",2007,9,14,6231.5
"2813",2007,9,15,6277
"2814",2007,9,16,5446
"2815",2007,9,17,6123
"2816",2007,9,18,6121.5
"2817",2007,9,19,4875
"2818",2007,9,20,3107.5
"2819",2007,9,21,5669.5
"2820",2007,9,22,1531
"2821",2007,9,23,3288
"2822",2007,9,24,5947
"2823",2007,9,25,5870
"2824",2007,9,26,5824
"2825",2007,9,27,5613.5
"2826",2007,9,28,5083.5
"2827",2007,9,29,5738
"2828",2007,9,30,5535
"2829",2007,10,1,4667.5
"2830",2007,10,2,5491
"2831",2007,10,3,5366
"2832",2007,10,4,4443
"2833",2007,10,5,5237
"2834",2007,10,6,5323
"2835",2007,10,7,5253
"2836",2007,10,8,5185.5
"2837",2007,10,9,4238
"2838",2007,10,10,4575
"2839",2007,10,11,3900.5
"2840",2007,10,12,1456.5
"2841",2007,10,13,4869
"2842",2007,10,14,4755
"2843",2007,10,15,2769
"2844",2007,10,16,1576.5
"2845",2007,10,17,4313
"2846",2007,10,18,2840
"2847",2007,10,19,2855.5
"2848",2007,10,20,4259.5
"2849",2007,10,21,4574.5
"2850",2007,10,22,4476
"2851",2007,10,23,4468
"2852",2007,10,24,4308
"2853",2007,10,25,4128
"2854",2007,10,26,3530.5
"2855",2007,10,27,3372
"2856",2007,10,28,3879
"2857",2007,10,29,3087
"2858",2007,10,30,2651.5
"2859",2007,10,31,3103
"2860",2007,11,1,3958.5
"2861",2007,11,2,4013.5
"2862",2007,11,3,4019.5
"2863",2007,11,4,3651
"2864",2007,11,5,3805.5
"2865",2007,11,6,3736
"2866",2007,11,7,3675
"2867",2007,11,8,2876.5
